asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-MA-GEN-0029,null,null,Ortho Foam Mattress 72x36x6,Mattress,Furniture,2025-04-16,3813.56,SS/25-26/GST023,2025-04-16,asset-invoices/vista heights/Shifa Stores.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/25-26/GST023.
VH-RO-C11-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-04-06,7000.00,1476,2025-04-06,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. Bill number available.
VH-RO-B32-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-04-06,7000.00,1477,2025-04-06,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. Bill number available.
VH-RO-C12-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-02-28,7000.00,1448,2025-02-28,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. Bill number available.
VH-IS-B33-0001,LI04248378880,Judge,Optima Plus,Induction Stove,Appliances,2025-02-21,1890.00,null,2025-02-21,null,Online Purchase (Unknown Vendor),null,null,good,allocated,null,null,null,No invoice available. Recorded from Excel. Requires invoice
VH-RO-D41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-02-02,7000.00,null,2025-02-02,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. No invoice - requires upload.
VH-RO-B13-0001,null,Adyar Mars,null,RO Water Purifier,Kitchen & Dining,2025-01-18,7000.00,null,2025-01-18,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. No invoice - requires upload.
VH-CO-B41-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-01-01,6950.00,SF/25-26/70,2025-01-01,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-C11-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-01-01,6950.00,SF/25-26/70,2025-01-01,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-DT-GEN-0005,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0001,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0002,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0003,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0004,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0006,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0007,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0008,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0009,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-DT-GEN-0010,null,null,Marvel Chair,Dining Table,Furniture,2024-11-09,1700.00,SF72,2024-11-09,asset-invoices/vista heights/Smart Furniture Bill 72.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF72 (09/11/2024). Marvel Chair. Assign apartm
VH-ST-GEN-0001,null,null,null,Study Table,Furniture,2024-10-23,3150.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-MA-GEN-0001,null,null,72*36 Duroflex Foam Bed,Mattress,Furniture,2024-10-23,4700.00,SF66,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-2.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF66 (23/10/2024). Assign apartment manually p
VH-MA-GEN-0002,null,null,72*36 Duroflex Foam Bed,Mattress,Furniture,2024-10-23,4700.00,SF66,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-2.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF66 (23/10/2024). Assign apartment manually p
VH-CO-GEN-0001,null,null,null,Cot (Bed Frame),Furniture,2024-10-23,6900.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-MA-GEN-0003,null,null,72*36 Duroflex Foam Bed,Mattress,Furniture,2024-10-23,4700.00,SF66,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-2.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF66 (23/10/2024). Assign apartment manually p
VH-ST-GEN-0002,null,null,null,Study Table,Furniture,2024-10-23,3150.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-CO-GEN-0002,null,null,null,Cot (Bed Frame),Furniture,2024-10-23,6900.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-MA-GEN-0004,null,null,72*36 Duroflex Foam Bed,Mattress,Furniture,2024-10-23,4700.00,SF66,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-2.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF66 (23/10/2024). Assign apartment manually p
VH-MA-GEN-0005,null,null,72*36 Duroflex Foam Bed,Mattress,Furniture,2024-10-23,4700.00,SF66,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-2.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF66 (23/10/2024). Assign apartment manually p
VH-CO-GEN-0003,null,null,null,Cot (Bed Frame),Furniture,2024-10-23,6900.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-CO-GEN-0004,null,null,null,Cot (Bed Frame),Furniture,2024-10-23,6900.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-CO-GEN-0005,null,null,null,Cot (Bed Frame),Furniture,2024-10-23,6900.00,SF65,2024-10-23,asset-invoices/vista heights/Smart Furniture Bill 2-1.pdf,Smart Furniture,null,null,good,inventory,null,null,null,UNALLOCATED - SF65 (23/10/2024). Assign apartment manually p
VH-MW-GEN-0001,null,null,Panasonic NN-SM25JBFDG 20L Black,Microwave Oven,Appliances,2024-10-08,5440.00,SMAB-181709,2024-10-08,asset-invoices/vista heights/invoice-81.pdf,Amazon,null,null,good,inventory,null,null,null,UNALLOCATED - SMAB-181709. Assign apartment manually.
VH-RF-GEN-0001,null,null,Samsung 183L 3★ Digital Inverter,Refrigerator,Appliances,2024-10-05,14990.00,RSZX-7448,2024-10-05,asset-invoices/vista heights/invoice-82.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,inventory,null,null,null,UNALLOCATED - RSZX-7448. Assign apartment manually.
VH-WM-GEN-0001,null,null,Samsung WA70A4002GS/TL 7kg,Washing Machine,Appliances,2024-10-05,15290.00,RSZX-7446,2024-10-05,asset-invoices/vista heights/invoice-83.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,inventory,null,null,null,UNALLOCATED - Amazon invoice RSZX-7446. Assign apartment man
VH-RO-C24-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-08-21,7000.00,null,2024-08-21,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO New. No invoice - requires upload.
VH-WM-GEN-0002,null,null,Samsung WA70A4002GS/TL 7kg,Washing Machine,Appliances,2024-08-02,15097.00,RSZX-3425,2024-08-02,asset-invoices/vista heights/invoice-86.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,inventory,null,null,null,UNALLOCATED - Amazon invoice RSZX-3425. Assign apartment man
VH-RF-GEN-0002,null,null,Samsung 183L 3★ Digital Inverter,Refrigerator,Appliances,2024-08-02,15290.00,RSZX-3424,2024-08-02,asset-invoices/vista heights/invoice-85.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,inventory,null,null,null,UNALLOCATED - RSZX-3424. Assign apartment manually.
VH-MW-GEN-0002,null,null,Panasonic NN-SM25JBFDG 20L Black,Microwave Oven,Appliances,2024-08-02,5390.00,SMAB-111866,2024-08-02,asset-invoices/vista heights/invoice-84.pdf,Amazon,null,null,good,inventory,null,null,null,UNALLOCATED - SMAB-111866. Assign apartment manually.
VH-RO-B43-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-08-02,7000.00,null,2024-08-02,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. No invoice - requires upload.
VH-BP-GEN-0002,null,null,null,Bedsheet & Pillow Cover,Soft Furnishing,2024-07-29,1110.88,IN-28093,2024-07-29,asset-invoices/vista heights/invoice-87.pdf,Amazon (Navya Home Decore),null,null,good,inventory,null,null,null,UNALLOCATED - Amazon IN-28093. NHD Bedsheets x5. Assign manu
VH-RO-B41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-06-18,7000.00,null,2024-06-18,null,Adyar Aqua House,null,null,new,allocated,null,null,null,RO Replacement. No invoice - requires upload.
VH-RO-B44-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-06-16,7000.00,null,2024-06-16,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. No invoice - requires upload.
VH-ST-GEN-0015,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-ST-GEN-0012,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-ST-GEN-0011,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-ST-GEN-0013,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-ST-GEN-0014,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-ST-GEN-0016,null,null,Study Desk,Study Table,Furniture,2024-04-04,2700.00,SS/24-25/GST9,2024-04-04,asset-invoices/vista heights/Shifa Stores Bills-12.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST9.
VH-DT-GEN-0019,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0020,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0011,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0012,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0013,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0014,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0015,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0016,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0017,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-DT-GEN-0018,null,null,D-Max Chair Red Black Dining,Dining Table,Furniture,2024-04-03,1590.00,SS/24-25/GST6,2024-04-03,asset-invoices/vista heights/Shifa Stores Bills-11.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/24-25/GST6. Dining Chairs.
VH-RO-A41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-04-02,7000.00,null,2024-04-02,null,Adyar Aqua House,null,null,new,allocated,null,null,null,RO New. No invoice - requires upload.
VH-RO-C41-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2024-03-30,7000.00,null,2024-03-30,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO New. No invoice - requires upload.
VH-MA-GEN-0021,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0023,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-SF-GEN-0006,null,null,Single Seater Sofa,Sofa,Furniture,2024-03-29,5096.66,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0016,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0017,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0018,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0019,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0025,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0020,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0024,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-MA-GEN-0022,null,null,Ortho Foam Mattress 75x36x6,Mattress,Furniture,2024-03-29,3983.05,SS/23-24/1365,2024-03-29,asset-invoices/vista heights/Shifa Stores Bills-10.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1365.
VH-CO-GEN-0022,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0023,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0024,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0025,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0026,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0027,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0028,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0029,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0030,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0031,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
VH-CO-GEN-0032,null,null,COT,Cot (Bed Frame),Furniture,2024-03-28,4900.00,SS/23-24/1364,2024-03-28,asset-invoices/vista heights/Shifa Stores Bills-9.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/23-24/1364.
